strategy,pair,total_return,sharpe_ratio,max_drawdown,win_rate,trades,fast_window,slow_window,strategy_name,rsi_window,bb_window,short_window,long_window
SMA Crossover,POLBTC,-99.9241845860608,-95.22865896578077,99.92418458606078,3.3989266547406083,559,15.0,40.0,SMACrossover,,,,
RSI with BB,POLBTC,-22.252227201005212,-3.1740992460301554,37.89366790368621,41.80790960451977,178,,,RSIWithBB,14.0,20.0,,
MA Crossover,POLBTC,-97.2152673069671,-57.00325655951185,97.21526730696714,5.39568345323741,278,,,MACrossover,,,25.0,100.0
SMA Crossover,QNTBTC,-99.91454753216894,-87.16013243581978,99.9157447646429,4.340277777777778,577,15.0,40.0,SMACrossover,,,,
RSI with BB,QNTBTC,-58.0112905937826,-11.534382527298183,65.8197063954257,36.12167300380228,264,,,RSIWithBB,14.0,20.0,,
MA Crossover,QNTBTC,-95.5048195162946,-44.82076810429998,95.64810046171756,8.835341365461847,250,,,MACrossover,,,25.0,100.0
SMA Crossover,RENDERBTC,-99.92994292708224,-93.3062115673193,99.92994292708224,3.8664323374340945,569,15.0,40.0,SMACrossover,,,,
RSI with BB,RENDERBTC,-48.48710110982006,-8.922911171251735,54.480852268933134,39.00709219858156,283,,,RSIWithBB,14.0,20.0,,
MA Crossover,RENDERBTC,-96.9811593801593,-53.42789899548104,96.9904973758901,9.090909090909092,265,,,MACrossover,,,25.0,100.0
SMA Crossover,ROSEBTC,-92.06133268447135,-27.074711158159545,92.06133268447132,12.844036697247708,110,15.0,40.0,SMACrossover,,,,
RSI with BB,ROSEBTC,-45.212114602696246,-8.77802075299314,50.27661574284591,40.816326530612244,99,,,RSIWithBB,14.0,20.0,,
MA Crossover,ROSEBTC,-87.71341227027202,-24.345192751697642,87.71341227027202,12.903225806451612,94,,,MACrossover,,,25.0,100.0
SMA Crossover,RUNEBTC,-99.76968636175798,-53.6675158281419,99.76971110560577,10.196779964221825,559,15.0,40.0,SMACrossover,,,,
RSI with BB,RUNEBTC,-62.244019085906245,-8.050282540003609,80.56477830362223,42.64943457189014,619,,,RSIWithBB,14.0,20.0,,
MA Crossover,RUNEBTC,-93.09638478119798,-25.45066437771004,93.3941068647428,14.285714285714285,245,,,MACrossover,,,25.0,100.0
SMA Crossover,RVNBTC,-99.99999999984638,-61.52340116350558,99.99999999984638,0.0,395,15.0,40.0,SMACrossover,,,,
RSI with BB,RVNBTC,-99.82901204244092,-7.444746966036283,99.83877609449144,49.4204425711275,950,,,RSIWithBB,14.0,20.0,,
MA Crossover,RVNBTC,-99.99999995504409,-48.07911361681748,99.99999995715444,0.0,308,,,MACrossover,,,25.0,100.0
SMA Crossover,SANDBTC,-99.94297361236167,-102.10455777290923,99.94297361236164,3.8917089678511,591,15.0,40.0,SMACrossover,,,,
RSI with BB,SANDBTC,-19.156930724194083,-2.8522842972238798,35.01049997416862,42.410714285714285,225,,,RSIWithBB,14.0,20.0,,
MA Crossover,SANDBTC,-96.4997211719849,-56.94958924476747,96.49972117198493,9.022556390977442,266,,,MACrossover,,,25.0,100.0
SMA Crossover,SBTC,-99.57023336349523,-56.29910122392135,99.57231823410724,13.250517598343686,483,15.0,40.0,SMACrossover,,,,
RSI with BB,SBTC,-60.49208737259678,-9.518259903732082,71.77180630528561,40.67796610169492,473,,,RSIWithBB,14.0,20.0,,
MA Crossover,SBTC,-94.41410228648364,-31.824605312850636,94.45156273823203,16.205533596837945,253,,,MACrossover,,,25.0,100.0
SMA Crossover,SEIBTC,-99.82429248187408,-76.10688998354739,99.82432179161285,7.969639468690702,527,15.0,40.0,SMACrossover,,,,
RSI with BB,SEIBTC,-49.85217066837166,-8.285821280079617,62.66687053689789,39.666666666666664,301,,,RSIWithBB,14.0,20.0,,
MA Crossover,SEIBTC,-95.97442975722701,-44.467477455232626,96.00451130238783,12.741312741312742,259,,,MACrossover,,,25.0,100.0
SMA Crossover,SNXBTC,-99.79981909217554,-79.94231892697529,99.80027290647196,7.157464212678937,490,15.0,40.0,SMACrossover,,,,
RSI with BB,SNXBTC,-41.160108764034185,-6.684278838096975,47.55880229209802,41.901408450704224,285,,,RSIWithBB,14.0,20.0,,
MA Crossover,SNXBTC,-95.35597896095302,-47.27981267195142,95.355978960953,10.300429184549357,234,,,MACrossover,,,25.0,100.0
SMA Crossover,SOLBTC,-99.93211804891529,-103.43835737641308,99.93242723566584,3.040540540540541,593,15.0,40.0,SMACrossover,,,,
RSI with BB,SOLBTC,-19.801280973545786,-3.542852390428701,28.791341303175116,42.99065420560748,215,,,RSIWithBB,14.0,20.0,,
MA Crossover,SOLBTC,-95.54195580440134,-56.125501502339475,95.61037258148241,5.511811023622047,255,,,MACrossover,,,25.0,100.0
SMA Crossover,STXBTC,-99.9335623507359,-98.31228543505736,99.93362468825492,4.545454545454546,594,15.0,40.0,SMACrossover,,,,
RSI with BB,STXBTC,-28.538974044446476,-5.021999115667024,40.77633322348222,42.3728813559322,237,,,RSIWithBB,14.0,20.0,,
MA Crossover,STXBTC,-96.8401511778207,-57.30830257529687,96.8401511778207,8.058608058608058,273,,,MACrossover,,,25.0,100.0
SMA Crossover,SUIBTC,-99.90075808618076,-81.1606572137658,99.90075808618076,8.347826086956523,575,15.0,40.0,SMACrossover,,,,
RSI with BB,SUIBTC,-59.939128706513614,-10.974381911636081,65.5652822366933,39.083557951482476,372,,,RSIWithBB,14.0,20.0,,
MA Crossover,SUIBTC,-95.94150928840848,-43.75114234652281,95.94876955801779,10.465116279069768,259,,,MACrossover,,,25.0,100.0
SMA Crossover,SUPERBTC,-99.568721829061,-67.08515676961244,99.57289007212357,10.311750599520384,417,15.0,40.0,SMACrossover,,,,
RSI with BB,SUPERBTC,-45.99591909915437,-7.700673232816275,56.758300097266435,41.42011834319527,339,,,RSIWithBB,14.0,20.0,,
MA Crossover,SUPERBTC,-96.39861365562453,-46.365843523147554,96.42746875045705,10.204081632653061,245,,,MACrossover,,,25.0,100.0
SMA Crossover,SUSHIBTC,-99.93897808369438,-94.17110530868656,99.93929319898291,5.084745762711865,590,15.0,40.0,SMACrossover,,,,
RSI with BB,SUSHIBTC,-40.41220176802767,-6.876132312982747,53.325014692109974,41.66666666666667,301,,,RSIWithBB,14.0,20.0,,
MA Crossover,SUSHIBTC,-95.7281309755276,-49.38987151571045,95.73267068756212,9.765625,257,,,MACrossover,,,25.0,100.0
SMA Crossover,TAOBTC,-99.83973175452559,-65.23405347216804,99.84166852386505,9.89010989010989,546,15.0,40.0,SMACrossover,,,,
RSI with BB,TAOBTC,-61.29411731875742,-9.159603803501346,72.8875035029056,41.088180112570356,533,,,RSIWithBB,14.0,20.0,,
MA Crossover,TAOBTC,-95.98475301926828,-36.38520062514584,96.05542465493343,13.178294573643413,258,,,MACrossover,,,25.0,100.0
SMA Crossover,THETABTC,-99.93202977595193,-97.37260553256122,99.9344418655377,5.344827586206897,580,15.0,40.0,SMACrossover,,,,
RSI with BB,THETABTC,-37.042148800361396,-6.634894046666257,44.93858854326322,41.44486692015209,264,,,RSIWithBB,14.0,20.0,,
MA Crossover,THETABTC,-96.81722872104115,-55.94196421321766,96.820940198598,8.239700374531834,268,,,MACrossover,,,25.0,100.0
SMA Crossover,TIABTC,-99.90814870301584,-75.16511930297641,99.90973322636847,8.596491228070176,570,15.0,40.0,SMACrossover,,,,
RSI with BB,TIABTC,-59.65052806976578,-9.525750868539047,67.44952001149645,39.62765957446808,376,,,RSIWithBB,14.0,20.0,,
MA Crossover,TIABTC,-95.22401715436769,-36.62669009984278,95.49691049566822,15.83011583011583,260,,,MACrossover,,,25.0,100.0
SMA Crossover,TONBTC,-99.93988808459997,-106.79499760871116,99.93995833699711,1.6863406408094435,593,15.0,40.0,SMACrossover,,,,
RSI with BB,TONBTC,-20.79901920805726,-3.708174809816342,36.39829886097436,38.732394366197184,143,,,RSIWithBB,14.0,20.0,,
MA Crossover,TONBTC,-97.18565982166393,-62.71114319679766,97.18565982166393,3.6764705882352944,272,,,MACrossover,,,25.0,100.0
SMA Crossover,TRXBTC,-99.9992334600422,-103.44013738105416,99.99923346004219,1.0588235294117647,851,15.0,40.0,SMACrossover,,,,
RSI with BB,TRXBTC,-43.12341728780583,-3.851714022110309,48.91248047606588,33.33333333333333,127,,,RSIWithBB,14.0,20.0,,
MA Crossover,TRXBTC,-99.12243122048339,-47.34766329060833,99.12735773764867,2.6785714285714284,337,,,MACrossover,,,25.0,100.0
SMA Crossover,UNIBTC,-99.92349218111421,-98.51638367239732,99.92392248380759,3.677758318739054,572,15.0,40.0,SMACrossover,,,,
RSI with BB,UNIBTC,-23.699279683684978,-3.6753542183090997,43.423868814528795,43.776824034334766,234,,,RSIWithBB,14.0,20.0,,
MA Crossover,UNIBTC,-97.01567925024922,-58.39741356227868,97.02239313270084,6.273062730627306,272,,,MACrossover,,,25.0,100.0
SMA Crossover,VETBTC,-99.99999999506632,-77.78731137486956,99.9999999951423,0.9873060648801129,709,15.0,40.0,SMACrossover,,,,
RSI with BB,VETBTC,-99.54538763971492,-14.789247219350479,99.62720265438126,48.84735202492212,1606,,,RSIWithBB,14.0,20.0,,
MA Crossover,VETBTC,-99.99996108230476,-49.872546578490265,99.99996108230476,1.1764705882352942,425,,,MACrossover,,,25.0,100.0
SMA Crossover,WBTCBTC,-99.96626438307406,-134.02325390038527,99.96626438307406,0.0,664,15.0,40.0,SMACrossover,,,,
RSI with BB,WBTCBTC,-0.019933971751825652,-0.040125877777946614,0.4702493726135373,,1,,,RSIWithBB,14.0,20.0,,
MA Crossover,WBTCBTC,-97.26057065955497,-89.01980509154852,97.26057065955497,0.0,299,,,MACrossover,,,25.0,100.0
SMA Crossover,WIFBTC,-99.96467370828815,-74.80388515633538,99.96511451086877,9.427609427609427,594,15.0,40.0,SMACrossover,,,,
RSI with BB,WIFBTC,-71.15605121353784,-11.166471592925323,75.35977632778243,40.68627450980392,613,,,RSIWithBB,14.0,20.0,,
MA Crossover,WIFBTC,-98.21924392378611,-42.079781401333584,98.24185622561797,12.7208480565371,283,,,MACrossover,,,25.0,100.0
SMA Crossover,WLDBTC,-99.93115572622239,-85.08878593056292,99.93115572622233,5.423728813559322,590,15.0,40.0,SMACrossover,,,,
RSI with BB,WLDBTC,-52.465876825225976,-8.967386711051686,59.31677295861625,39.385474860335194,359,,,RSIWithBB,14.0,20.0,,
MA Crossover,WLDBTC,-96.3940073547966,-45.464777490241765,96.39400735479668,9.848484848484848,264,,,MACrossover,,,25.0,100.0
SMA Crossover,XLMBTC,-99.95197562198783,-93.87678642588062,99.95197562198783,2.809917355371901,605,15.0,40.0,SMACrossover,,,,
RSI with BB,XLMBTC,-38.09631821947062,-5.766372766483453,44.03351803482515,40.758293838862556,212,,,RSIWithBB,14.0,20.0,,
MA Crossover,XLMBTC,-97.67506057110683,-54.86750385508618,97.6750605711068,4.0,276,,,MACrossover,,,25.0,100.0
SMA Crossover,XRPBTC,-99.93110080864054,-95.28239076747153,99.93110080864051,3.833333333333333,600,15.0,40.0,SMACrossover,,,,
RSI with BB,XRPBTC,-27.414898556632668,-4.387183442033491,42.456620145485026,41.702127659574465,236,,,RSIWithBB,14.0,20.0,,
MA Crossover,XRPBTC,-96.71700016712666,-54.64729917151385,96.7234551412377,5.535055350553505,272,,,MACrossover,,,25.0,100.0
SMA Crossover,XTZBTC,-99.92950874047784,-105.63829539630379,99.92950874047781,3.1523642732049035,571,15.0,40.0,SMACrossover,,,,
RSI with BB,XTZBTC,-27.98037854622426,-5.945701180823002,37.29451095684596,40.46242774566474,174,,,RSIWithBB,14.0,20.0,,
MA Crossover,XTZBTC,-96.64551642135513,-63.31682054493739,96.64551642135513,6.083650190114068,264,,,MACrossover,,,25.0,100.0
SMA Crossover,YFIBTC,-99.6689203863721,-87.40145860069048,99.67022995375466,4.068522483940043,467,15.0,40.0,SMACrossover,,,,
RSI with BB,YFIBTC,-36.36185246911646,-8.301058482600267,43.594643745245435,39.053254437869825,170,,,RSIWithBB,14.0,20.0,,
MA Crossover,YFIBTC,-94.57566677262037,-54.324119680677924,94.59207927860336,7.172995780590717,238,,,MACrossover,,,25.0,100.0
SMA Crossover,ZECBTC,-99.9383492210969,-88.01755724459571,99.93957270601808,6.228373702422145,579,15.0,40.0,SMACrossover,,,,
RSI with BB,ZECBTC,-54.64926904162238,-9.967473194584507,64.44535906646863,39.46587537091988,338,,,RSIWithBB,14.0,20.0,,
MA Crossover,ZECBTC,-95.79990823320763,-43.82332631824054,95.84425878657525,9.689922480620156,259,,,MACrossover,,,25.0,100.0
SMA Crossover,ZENBTC,-99.87565358333218,-64.45316044665599,99.87823941765765,9.363295880149813,535,15.0,40.0,SMACrossover,,,,
RSI with BB,ZENBTC,-62.46122438061354,-9.055742231627937,69.13103117476346,41.03671706263499,464,,,RSIWithBB,14.0,20.0,,
MA Crossover,ZENBTC,-96.34879061284718,-34.588448858151146,96.36238915805076,15.769230769230768,261,,,MACrossover,,,25.0,100.0
SMA Crossover,ZILBTC,-99.99999594658087,-50.86093012746654,99.99999613685902,0.4098360655737705,244,15.0,40.0,SMACrossover,,,,
RSI with BB,ZILBTC,-98.02684456552562,-6.359160131231913,98.24954762622534,49.25925925925926,541,,,RSIWithBB,14.0,20.0,,
MA Crossover,ZILBTC,-99.99992737664063,-43.53131003913113,99.99992737664063,0.0,206,,,MACrossover,,,25.0,100.0
SMA Crossover,ZROBTC,-99.94990132420418,-94.7362074142438,99.95012971730907,5.601317957166392,607,15.0,40.0,SMACrossover,,,,
RSI with BB,ZROBTC,-42.29267253692927,-6.928824508930743,58.03048517745268,40.694006309148264,318,,,RSIWithBB,14.0,20.0,,
MA Crossover,ZROBTC,-97.34407692742268,-54.6749857813928,97.3440769274227,7.971014492753622,277,,,MACrossover,,,25.0,100.0
SMA Crossover,ZRXBTC,-98.05166149904366,-57.678345667054145,98.07836244562489,8.0,301,15.0,40.0,SMACrossover,,,,
RSI with BB,ZRXBTC,-30.848821775114242,-5.359394038050952,42.365657585294706,40.60606060606061,166,,,RSIWithBB,14.0,20.0,,
MA Crossover,ZRXBTC,-92.3938173835307,-42.98940097194534,92.41102963372424,9.595959595959595,199,,,MACrossover,,,25.0,100.0
